,ACTION,TAXONOMY,PRICE_FORMING_CONTINUATION_DATA,CLEARED,INDICATION_OF_COLLATERALIZATION,PRICE_NOTATION,ROUNDED_NOTIONAL_AMOUNT_1,z_PRICE_NOTATION,PRICE_NOTATION_BIN,z_ROUNDED_NOTIONAL_AMOUNT_1,ROUNDED_NOTIONAL_AMOUNT_1_BIN
34543,NEW,Credit:Index:CDX:CDXIG,Trade,U,PC,0.6475,26000000.0,0.22179188484366485,"(-0.0721, 0.721]",0.6039571764024044,"(24200004.45, 26400004.4]"
34544,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.6595,16000000.0,0.2212519034091597,"(-0.0721, 0.721]",0.7820297100792563,"(15400004.65, 17600004.6]"
34816,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.965625,130000000.0,0.20747675202266871,"(0.721, 1.442]",1.2479971738368547,"(129800002.05, 132000002.0]"
34870,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.9675,75000000.0,0.20739237992352727,"(0.721, 1.442]",0.2685982386141697,"(74800003.3, 77000003.25]"
34871,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.9675,75000000.0,0.20739237992352727,"(0.721, 1.442]",0.2685982386141697,"(74800003.3, 77000003.25]"
34873,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.9625,100000000.0,0.2076173721879044,"(0.721, 1.442]",0.7137795728062993,"(99000002.75, 101200002.7]"
34876,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.51,130000000.0,0.22797917211403645,"(-0.0721, 0.721]",1.2479971738368547,"(129800002.05, 132000002.0]"
34908,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,PC,0.5575,66000000.0,0.22584174560245354,"(-0.0721, 0.721]",0.10833295830500302,"(63800003.55, 66000003.5]"
34918,NEW,Credit:Index:CDX:CDXIG,Trade,C,UC,0.57,30000000.0,0.22527926494151065,"(-0.0721, 0.721]",0.5327281629316637,"(28600004.35, 30800004.3]"
34959,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.78125,50000000.0,0.2157733417715761,"(0.721, 1.442]",0.17658309557795995,"(48400003.9, 50600003.85]"
34960,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.56125,66000000.0,0.22567300140417065,"(-0.0721, 0.721]",0.10833295830500302,"(63800003.55, 66000003.5]"
34962,CANCEL,Credit:Index:CDX:CDXIG,Trade,U,UC,0.51,130000000.0,0.22797917211403645,"(-0.0721, 0.721]",1.2479971738368547,"(129800002.05, 132000002.0]"
34978,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.51,130000000.0,0.22797917211403645,"(-0.0721, 0.721]",1.2479971738368547,"(129800002.05, 132000002.0]"
34982,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.97,100000000.0,0.20727988379133871,"(0.721, 1.442]",0.7137795728062993,"(99000002.75, 101200002.7]"
34983,CANCEL,Credit:Index:CDX:CDXIG,Trade,C,PC,0.51,130000000.0,0.22797917211403645,"(-0.0721, 0.721]",1.2479971738368547,"(129800002.05, 132000002.0]"
35000,CANCEL,Credit:Index:CDX:CDXIG,Trade,U,UC,0.9675,75000000.0,0.20739237992352727,"(0.721, 1.442]",0.2685982386141697,"(74800003.3, 77000003.25]"
35001,CORRECT,Credit:Index:CDX:CDXIG,Trade,C,UC,0.9675,75000000.0,0.20739237992352727,"(0.721, 1.442]",0.2685982386141697,"(74800003.3, 77000003.25]"
35022,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.17,210000000.0,0.24327864609168262,"(-0.0721, 0.721]",2.6725774432516696,"(209000000.25, 211200000.2]"
35024,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,63000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.05491119820194747,"(61600003.6, 63800003.55]"
35025,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,4000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9957167504914786,"(2200004.95, 4400004.9]"
35026,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,8000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9244877370207377,"(6600004.85, 8800004.8]"
35027,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,700000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0544806866048397,"(-219994.995, 2200004.95]"
35028,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,1000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0491385105945341,"(-219994.995, 2200004.95]"
35029,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,2000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.031331257226849,"(-219994.995, 2200004.95]"
35030,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,9000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9066804836530525,"(8800004.8, 11000004.75]"
35031,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,18000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.7464152033438859,"(17600004.6, 19800004.55]"
35034,CANCEL,Credit:Index:CDX:CDXIG,Trade,U,FC,0.41875,200000000.0,0.23208528093891942,"(-0.0721, 0.721]",2.4945049095748177,"(198000000.5, 200200000.45]"
35035,CORRECT,Credit:Index:CDX:CDXIG,Trade,U,FC,0.41875,52000000.0,0.23208528093891942,"(-0.0721, 0.721]",0.1409685888425896,"(50600003.85, 52800003.8]"
35037,NEW,Credit:Index:CDX:CDXIG,Trade,U,FC,0.2813,5000000.0,0.23827031828664727,"(-0.0721, 0.721]",0.9779094971237934,"(4400004.9, 6600004.85]"
35041,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,1000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0491385105945341,"(-219994.995, 2200004.95]"
35042,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,710000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0543026140711629,"(-219994.995, 2200004.95]"
35043,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,10000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.8888732302853674,"(8800004.8, 11000004.75]"
35044,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,20000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.7108006966085155,"(19800004.55, 22000004.5]"
35045,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,12000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.853258723549997,"(11000004.75, 13200004.7]"
35046,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,8000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9244877370207377,"(6600004.85, 8800004.8]"
35047,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,2000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.031331257226849,"(-219994.995, 2200004.95]"
35048,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,3000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
35049,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,26000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.6039571764024044,"(24200004.45, 26400004.4]"
35050,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,26000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.6039571764024044,"(24200004.45, 26400004.4]"
35051,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,11000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.8710659769176822,"(8800004.8, 11000004.75]"
35052,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,72000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.21517647851111413,"(70400003.4, 72600003.35]"
35053,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,950000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0500288732629184,"(-219994.995, 2200004.95]"
35054,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,3000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
35055,NEW,Credit:Index:CDX:CDXIG,Trade,U,FC,0.17625,7000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.942294990388423,"(6600004.85, 8800004.8]"
35057,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,710000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0543026140711629,"(-219994.995, 2200004.95]"
35058,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,3000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
35059,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,11000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.8710659769176822,"(8800004.8, 11000004.75]"
35061,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,3000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
35062,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,3000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
35063,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,5000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9779094971237934,"(4400004.9, 6600004.85]"
35064,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,4000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9957167504914786,"(2200004.95, 4400004.9]"
35065,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,10000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.8888732302853674,"(8800004.8, 11000004.75]"
35066,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,1000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0491385105945341,"(-219994.995, 2200004.95]"
35067,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,10000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.8888732302853674,"(8800004.8, 11000004.75]"
35068,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,18000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.7464152033438859,"(17600004.6, 19800004.55]"
35069,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,8000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9244877370207377,"(6600004.85, 8800004.8]"
35070,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,3000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
35071,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,13000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.8354514701823118,"(11000004.75, 13200004.7]"
35072,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,1000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0491385105945341,"(-219994.995, 2200004.95]"
35073,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,25000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.6217644297700896,"(24200004.45, 26400004.4]"
35074,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,650000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0553710492732238,"(-219994.995, 2200004.95]"
35075,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,700000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0544806866048397,"(-219994.995, 2200004.95]"
35076,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,13000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.8354514701823118,"(11000004.75, 13200004.7]"
35077,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,950000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0500288732629184,"(-219994.995, 2200004.95]"
35078,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,4000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9957167504914786,"(2200004.95, 4400004.9]"
35079,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,8000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9244877370207377,"(6600004.85, 8800004.8]"
35080,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,26000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.6039571764024044,"(24200004.45, 26400004.4]"
35081,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,4000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9957167504914786,"(2200004.95, 4400004.9]"
35082,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,72000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.21517647851111413,"(70400003.4, 72600003.35]"
35083,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,2000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.031331257226849,"(-219994.995, 2200004.95]"
35084,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,5000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9779094971237934,"(4400004.9, 6600004.85]"
35085,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,3000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
35086,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,9000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9066804836530525,"(8800004.8, 11000004.75]"
35087,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,11000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.8710659769176822,"(8800004.8, 11000004.75]"
35088,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,8000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9244877370207377,"(6600004.85, 8800004.8]"
35089,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,20000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.7108006966085155,"(19800004.55, 22000004.5]"
35090,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,2000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.031331257226849,"(-219994.995, 2200004.95]"
35091,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,4000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9957167504914786,"(2200004.95, 4400004.9]"
35092,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,63000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.05491119820194747,"(61600003.6, 63800003.55]"
35093,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,2000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.031331257226849,"(-219994.995, 2200004.95]"
35094,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,6000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9601022437561082,"(4400004.9, 6600004.85]"
35095,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,5000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9779094971237934,"(4400004.9, 6600004.85]"
35096,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,5000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9779094971237934,"(4400004.9, 6600004.85]"
35097,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,8000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9244877370207377,"(6600004.85, 8800004.8]"
35098,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,3000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
35099,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,3000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
35100,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,13000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.8354514701823118,"(11000004.75, 13200004.7]"
35101,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,26000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.6039571764024044,"(24200004.45, 26400004.4]"
35102,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,5000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9779094971237934,"(4400004.9, 6600004.85]"
35103,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,6000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9601022437561082,"(4400004.9, 6600004.85]"
35104,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,12000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.853258723549997,"(11000004.75, 13200004.7]"
35105,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,6000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9601022437561082,"(4400004.9, 6600004.85]"
35106,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,9000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9066804836530525,"(8800004.8, 11000004.75]"
35107,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,8000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9244877370207377,"(6600004.85, 8800004.8]"
35108,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,3000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
35109,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,6000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9601022437561082,"(4400004.9, 6600004.85]"
35110,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,2000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.031331257226849,"(-219994.995, 2200004.95]"
35111,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,3000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
35112,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,24000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.6395716831377748,"(22000004.5, 24200004.45]"
35113,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,2000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.031331257226849,"(-219994.995, 2200004.95]"
35114,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,1000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0491385105945341,"(-219994.995, 2200004.95]"
35118,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,24000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.6395716831377748,"(22000004.5, 24200004.45]"
35119,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,4000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9957167504914786,"(2200004.95, 4400004.9]"
35120,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,650000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0553710492732238,"(-219994.995, 2200004.95]"
35121,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,3000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
35122,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,11000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.8710659769176822,"(8800004.8, 11000004.75]"
35125,NEW,Credit:Index:CDX:CDXIG,Trade,U,FC,0.17625,7000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.942294990388423,"(6600004.85, 8800004.8]"
35126,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,4000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9957167504914786,"(2200004.95, 4400004.9]"
35129,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,13000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.8354514701823118,"(11000004.75, 13200004.7]"
35130,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,26000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.6039571764024044,"(24200004.45, 26400004.4]"
35131,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,3000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
35132,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,6000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9601022437561082,"(4400004.9, 6600004.85]"
35133,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,700000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0544806866048397,"(-219994.995, 2200004.95]"
35134,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,11000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.8710659769176822,"(8800004.8, 11000004.75]"
35135,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,3000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
35136,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,3000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
35137,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,4000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9957167504914786,"(2200004.95, 4400004.9]"
35138,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,5000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9779094971237934,"(4400004.9, 6600004.85]"
35139,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,6000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9601022437561082,"(4400004.9, 6600004.85]"
35140,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,6000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9601022437561082,"(4400004.9, 6600004.85]"
35141,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,3000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
35143,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,2000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.031331257226849,"(-219994.995, 2200004.95]"
35144,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,2000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.031331257226849,"(-219994.995, 2200004.95]"
35145,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,6000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9601022437561082,"(4400004.9, 6600004.85]"
35146,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,6000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9601022437561082,"(4400004.9, 6600004.85]"
35147,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,3000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
35149,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,9000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9066804836530525,"(8800004.8, 11000004.75]"
35150,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,10000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.8888732302853674,"(8800004.8, 11000004.75]"
35151,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,4000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9957167504914786,"(2200004.95, 4400004.9]"
35152,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,2000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.031331257226849,"(-219994.995, 2200004.95]"
35153,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,25000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.6217644297700896,"(24200004.45, 26400004.4]"
35157,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,10000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.8888732302853674,"(8800004.8, 11000004.75]"
35158,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,3000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
35159,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,8000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9244877370207377,"(6600004.85, 8800004.8]"
35160,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,2000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.031331257226849,"(-219994.995, 2200004.95]"
35161,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,12000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.853258723549997,"(11000004.75, 13200004.7]"
35162,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,950000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0500288732629184,"(-219994.995, 2200004.95]"
35163,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,1000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0491385105945341,"(-219994.995, 2200004.95]"
35164,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,6000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9601022437561082,"(4400004.9, 6600004.85]"
35165,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,6000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9601022437561082,"(4400004.9, 6600004.85]"
35166,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,4000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9957167504914786,"(2200004.95, 4400004.9]"
35167,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,2000000.0,0.2429974057612112,"(-0.0721, 0.721]",1.031331257226849,"(-219994.995, 2200004.95]"
35168,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,25000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.6217644297700896,"(24200004.45, 26400004.4]"
35169,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,63000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.05491119820194747,"(61600003.6, 63800003.55]"
35170,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,650000.0,0.2429974057612112,"(-0.0721, 0.721]",1.0553710492732238,"(-219994.995, 2200004.95]"
35171,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,8000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9244877370207377,"(6600004.85, 8800004.8]"
35172,NEW,Credit:Index:CDX:CDXIG,Novation,U,FC,0.17625,8000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9244877370207377,"(6600004.85, 8800004.8]"
35173,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.17625,9000000.0,0.2429974057612112,"(-0.0721, 0.721]",0.9066804836530525,"(8800004.8, 11000004.75]"
