,ACTION,TAXONOMY,PRICE_FORMING_CONTINUATION_DATA,CLEARED,INDICATION_OF_COLLATERALIZATION,PRICE_NOTATION,ROUNDED_NOTIONAL_AMOUNT_1,z_PRICE_NOTATION,PRICE_NOTATION_BIN,z_ROUNDED_NOTIONAL_AMOUNT_1,ROUNDED_NOTIONAL_AMOUNT_1_BIN
156,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.67,50000000.0,0.22077941965396766,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
168,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.67,25000000.0,0.22077941965396766,"(-0.0721, 0.721]",0.6217644297700896,"(24200004.45, 26400004.4]"
177,NEW,Credit:Index:CDX:CDXIG,Trade,U,PC,0.71,110000000.0,0.21897948153895047,"(-0.0721, 0.721]",0.8918521064831512,"(107800002.55, 110000002.5]"
179,NEW,Credit:Index:CDX:CDXIG,Trade,C,UC,0.6687,25000000.0,0.22083791764270572,"(-0.0721, 0.721]",0.6217644297700896,"(24200004.45, 26400004.4]"
180,NEW,Credit:Index:CDX:CDXHY,Trade,C,UC,1.0713,50000000.0,0.20272154051505767,"(0.721, 1.442]",0.17658309557795995,"(48400003.9, 50600003.85]"
184,NEW,Credit:Index:CDX:CDXIG,Trade,U,PC,0.68,30000000.0,0.22032943512521339,"(-0.0721, 0.721]",0.5327281629316637,"(28600004.35, 30800004.3]"
247,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.6675,100000000.0,0.22089191578615622,"(-0.0721, 0.721]",0.7137795728062993,"(99000002.75, 101200002.7]"
249,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.666875,110000000.0,0.22092003981920338,"(-0.0721, 0.721]",0.8918521064831512,"(107800002.55, 110000002.5]"
531,NEW,Credit:Index:CDX:CDXIG,Trade,C,UC,0.617,110000000.0,0.22316433765636545,"(-0.0721, 0.721]",0.8918521064831512,"(107800002.55, 110000002.5]"
539,NEW,Credit:Index:CDX:CDXIG,Trade,C,UC,0.7025,110000000.0,0.21931696993551622,"(-0.0721, 0.721]",0.8918521064831512,"(107800002.55, 110000002.5]"
592,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,PC,0.605625,3000000.0,0.2236761950578235,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
593,CANCEL,Credit:Index:CDX:CDXIG,Partialtermination,U,PC,0.605625,3000000.0,0.2236761950578235,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
649,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.623413,110000000.0,0.22287576257807531,"(-0.0721, 0.721]",0.8918521064831512,"(107800002.55, 110000002.5]"
707,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.73,49000000.0,0.21807951248144186,"(0.721, 1.442]",0.19439034894564514,"(48400003.9, 50600003.85]"
715,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.72,50000000.0,0.2185294970101962,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
722,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.72,50000000.0,0.2185294970101962,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
724,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.72,50000000.0,0.2185294970101962,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
725,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.72,50000000.0,0.2185294970101962,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
726,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.631,30000000.0,0.22253435931610943,"(-0.0721, 0.721]",0.5327281629316637,"(28600004.35, 30800004.3]"
727,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.631,50000000.0,0.22253435931610943,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
733,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.631,30000000.0,0.22253435931610943,"(-0.0721, 0.721]",0.5327281629316637,"(28600004.35, 30800004.3]"
734,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.631,50000000.0,0.22253435931610943,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
735,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.631,70000000.0,0.22253435931610943,"(-0.0721, 0.721]",0.17956197177574376,"(68200003.45, 70400003.4]"
736,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.631,70000000.0,0.22253435931610943,"(-0.0721, 0.721]",0.17956197177574376,"(68200003.45, 70400003.4]"
740,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.63,25000000.0,0.22257935776898488,"(-0.0721, 0.721]",0.6217644297700896,"(24200004.45, 26400004.4]"
742,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.63,25000000.0,0.22257935776898488,"(-0.0721, 0.721]",0.6217644297700896,"(24200004.45, 26400004.4]"
743,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.705,25000000.0,0.2192044738033276,"(-0.0721, 0.721]",0.6217644297700896,"(24200004.45, 26400004.4]"
766,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.705,25000000.0,0.2192044738033276,"(-0.0721, 0.721]",0.6217644297700896,"(24200004.45, 26400004.4]"
770,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.695,50000000.0,0.21965445833208191,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
771,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.694375,15000000.0,0.21968258236512908,"(-0.0721, 0.721]",0.7998369634469414,"(13200004.7, 15400004.65]"
772,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.694375,15000000.0,0.21968258236512908,"(-0.0721, 0.721]",0.7998369634469414,"(13200004.7, 15400004.65]"
773,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.695,50000000.0,0.21965445833208191,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
775,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.695,30000000.0,0.21965445833208191,"(-0.0721, 0.721]",0.5327281629316637,"(28600004.35, 30800004.3]"
824,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.716875,100000000.0,0.2186701171754319,"(-0.0721, 0.721]",0.7137795728062993,"(99000002.75, 101200002.7]"
831,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,FC,0.75125,50000000.0,0.217123295357839,"(0.721, 1.442]",0.17658309557795995,"(48400003.9, 50600003.85]"
834,NEW,Credit:Index:CDX:CDXHY,Partialtermination,U,UC,0.05,75000000.0,0.24867846043673422,"(-0.0721, 0.721]",0.2685982386141697,"(74800003.3, 77000003.25]"
836,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.6125,10000000.0,0.2233668306943049,"(-0.0721, 0.721]",0.8888732302853674,"(8800004.8, 11000004.75]"
837,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.6164999999999999,51000000.0,0.22318683688280316,"(-0.0721, 0.721]",0.15877584221027477,"(50600003.85, 52800003.8]"
839,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.6164999999999999,51000000.0,0.22318683688280316,"(-0.0721, 0.721]",0.15877584221027477,"(50600003.85, 52800003.8]"
842,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.7075,44000000.0,0.21909197767113908,"(-0.0721, 0.721]",0.2834266157840711,"(41800004.05, 44000004.0]"
847,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,FC,0.75125,50000000.0,0.217123295357839,"(0.721, 1.442]",0.17658309557795995,"(48400003.9, 50600003.85]"
849,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.712925,19000000.0,0.21884786106428983,"(-0.0721, 0.721]",0.7286079499762007,"(17600004.6, 19800004.55]"
850,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.712925,19000000.0,0.21884786106428983,"(-0.0721, 0.721]",0.7286079499762007,"(17600004.6, 19800004.55]"
852,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.7075,44000000.0,0.21909197767113908,"(-0.0721, 0.721]",0.2834266157840711,"(41800004.05, 44000004.0]"
858,NEW,Credit:Index:CDX:CDXHY,Trade,C,UC,0.0,3000000.0,0.2509283830805057,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
859,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.7175,75000000.0,0.21864199314238475,"(-0.0721, 0.721]",0.2685982386141697,"(74800003.3, 77000003.25]"
860,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.6125,10000000.0,0.2233668306943049,"(-0.0721, 0.721]",0.8888732302853674,"(8800004.8, 11000004.75]"
863,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.7175,75000000.0,0.21864199314238475,"(-0.0721, 0.721]",0.2685982386141697,"(74800003.3, 77000003.25]"
891,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.01,25000000.0,0.2504783985517514,"(-0.0721, 0.721]",0.6217644297700896,"(24200004.45, 26400004.4]"
900,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.644888,33000000.0,0.22190942080257547,"(-0.0721, 0.721]",0.47930640282860815,"(30800004.3, 33000004.25]"
910,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.01,50000000.0,0.2504783985517514,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
911,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.01,40000000.0,0.2504783985517514,"(-0.0721, 0.721]",0.3546556292548118,"(39600004.1, 41800004.05]"
912,NEW,Credit:Index:CDX:CDXHY,Trade,U,UC,0.05,50000000.0,0.24867846043673422,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
914,NEW,Credit:Index:CDX:CDXHY,Trade,U,UC,0.05,20000000.0,0.24867846043673422,"(-0.0721, 0.721]",0.7108006966085155,"(19800004.55, 22000004.5]"
916,NEW,Credit:Index:CDX:CDXHY,Trade,U,UC,0.05,50000000.0,0.24867846043673422,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
922,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.73125,33000000.0,0.21802326441534758,"(0.721, 1.442]",0.47930640282860815,"(30800004.3, 33000004.25]"
927,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.73125,33000000.0,0.21802326441534758,"(0.721, 1.442]",0.47930640282860815,"(30800004.3, 33000004.25]"
928,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.73,49000000.0,0.21807951248144186,"(0.721, 1.442]",0.19439034894564514,"(48400003.9, 50600003.85]"
934,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.01,110000000.0,0.2504783985517514,"(-0.0721, 0.721]",0.8918521064831512,"(107800002.55, 110000002.5]"
935,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.01,110000000.0,0.2504783985517514,"(-0.0721, 0.721]",0.8918521064831512,"(107800002.55, 110000002.5]"
936,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.01,200000000.0,0.2504783985517514,"(-0.0721, 0.721]",2.4945049095748177,"(198000000.5, 200200000.45]"
966,NEW,Credit:Index:CDX:CDXHY,Partialtermination,U,UC,0.05,20000000.0,0.24867846043673422,"(-0.0721, 0.721]",0.7108006966085155,"(19800004.55, 22000004.5]"
969,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.612425,110000000.0,0.22337020557827056,"(-0.0721, 0.721]",0.8918521064831512,"(107800002.55, 110000002.5]"
971,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.6297999999999999,66000000.0,0.22258835745956,"(-0.0721, 0.721]",0.10833295830500302,"(63800003.55, 66000003.5]"
972,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.6297999999999999,51000000.0,0.22258835745956,"(-0.0721, 0.721]",0.15877584221027477,"(50600003.85, 52800003.8]"
973,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.6297999999999999,66000000.0,0.22258835745956,"(-0.0721, 0.721]",0.10833295830500302,"(63800003.55, 66000003.5]"
974,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.6297999999999999,51000000.0,0.22258835745956,"(-0.0721, 0.721]",0.15877584221027477,"(50600003.85, 52800003.8]"
977,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.6297999999999999,16000000.0,0.22258835745956,"(-0.0721, 0.721]",0.7820297100792563,"(15400004.65, 17600004.6]"
996,NEW,Credit:Index:CDX:CDXHY,Partialtermination,U,UC,0.05,100000000.0,0.24867846043673422,"(-0.0721, 0.721]",0.7137795728062993,"(99000002.75, 101200002.7]"
1000,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.6297999999999999,16000000.0,0.22258835745956,"(-0.0721, 0.721]",0.7820297100792563,"(15400004.65, 17600004.6]"
1002,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.71375,100000000.0,0.2188107373406676,"(-0.0721, 0.721]",0.7137795728062993,"(99000002.75, 101200002.7]"
1003,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.71375,3000000.0,0.2188107373406676,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
1004,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.71375,100000000.0,0.2188107373406676,"(-0.0721, 0.721]",0.7137795728062993,"(99000002.75, 101200002.7]"
1005,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.71375,3000000.0,0.2188107373406676,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
1007,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.7134999999999999,50000000.0,0.2188219869538865,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
1010,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.7134999999999999,50000000.0,0.2188219869538865,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
1040,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.61265,100000000.0,0.22336008092637355,"(-0.0721, 0.721]",0.7137795728062993,"(99000002.75, 101200002.7]"
1041,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.7125,110000000.0,0.2188669854067619,"(-0.0721, 0.721]",0.8918521064831512,"(107800002.55, 110000002.5]"
1044,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.612025,100000000.0,0.22338820495942072,"(-0.0721, 0.721]",0.7137795728062993,"(99000002.75, 101200002.7]"
1045,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.61265,100000000.0,0.22336008092637355,"(-0.0721, 0.721]",0.7137795728062993,"(99000002.75, 101200002.7]"
1046,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.7027500000000001,11000000.0,0.21930572032229734,"(-0.0721, 0.721]",0.8710659769176822,"(8800004.8, 11000004.75]"
1047,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.612025,100000000.0,0.22338820495942072,"(-0.0721, 0.721]",0.7137795728062993,"(99000002.75, 101200002.7]"
1048,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.7027500000000001,11000000.0,0.21930572032229734,"(-0.0721, 0.721]",0.8710659769176822,"(8800004.8, 11000004.75]"
1049,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.7049,50000000.0,0.21920897364861516,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
1050,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.7049,50000000.0,0.21920897364861516,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
1051,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.7042499999999999,50000000.0,0.2192382226429842,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
1052,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.7042499999999999,50000000.0,0.2192382226429842,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
1090,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.7121,50000000.0,0.2188849847879121,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
1092,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.7121,50000000.0,0.2188849847879121,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
1121,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.01,130000000.0,0.2504783985517514,"(-0.0721, 0.721]",1.2479971738368547,"(129800002.05, 132000002.0]"
1122,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.6475,50000000.0,0.22179188484366485,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
1161,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.6475,50000000.0,0.22179188484366485,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
1164,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.6452129999999999,50000000.0,0.22189479630539094,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
1166,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.6452129999999999,50000000.0,0.22189479630539094,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
1173,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.728125,75000000.0,0.2181638845805833,"(0.721, 1.442]",0.2685982386141697,"(74800003.3, 77000003.25]"
1175,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.728125,75000000.0,0.2181638845805833,"(0.721, 1.442]",0.2685982386141697,"(74800003.3, 77000003.25]"
1214,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.64,53000000.0,0.22212937324023058,"(-0.0721, 0.721]",0.12316133547490439,"(52800003.8, 55000003.75]"
1215,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.64,53000000.0,0.22212937324023058,"(-0.0721, 0.721]",0.12316133547490439,"(52800003.8, 55000003.75]"
1216,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.631,50000000.0,0.22253435931610943,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
1217,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.630625,3000000.0,0.22255123373593771,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
1218,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.72,70000000.0,0.2185294970101962,"(-0.0721, 0.721]",0.17956197177574376,"(68200003.45, 70400003.4]"
1219,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.7125,110000000.0,0.2188669854067619,"(-0.0721, 0.721]",0.8918521064831512,"(107800002.55, 110000002.5]"
1261,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.72,30000000.0,0.2185294970101962,"(-0.0721, 0.721]",0.5327281629316637,"(28600004.35, 30800004.3]"
1262,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.630625,3000000.0,0.22255123373593771,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
1263,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.72,70000000.0,0.2185294970101962,"(-0.0721, 0.721]",0.17956197177574376,"(68200003.45, 70400003.4]"
1265,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.631,50000000.0,0.22253435931610943,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
1266,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.72,50000000.0,0.2185294970101962,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
1268,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.72,30000000.0,0.2185294970101962,"(-0.0721, 0.721]",0.5327281629316637,"(28600004.35, 30800004.3]"
1269,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.72,50000000.0,0.2185294970101962,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
1270,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.631,50000000.0,0.22253435931610943,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
1272,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.631,50000000.0,0.22253435931610943,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
1275,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.62925,100000000.0,0.22261310660864145,"(-0.0721, 0.721]",0.7137795728062993,"(99000002.75, 101200002.7]"
1282,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.62925,100000000.0,0.22261310660864145,"(-0.0721, 0.721]",0.7137795728062993,"(99000002.75, 101200002.7]"
1283,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.7175,70000000.0,0.21864199314238475,"(-0.0721, 0.721]",0.17956197177574376,"(68200003.45, 70400003.4]"
1322,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.01,130000000.0,0.2504783985517514,"(-0.0721, 0.721]",1.2479971738368547,"(129800002.05, 132000002.0]"
1323,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.01,110000000.0,0.2504783985517514,"(-0.0721, 0.721]",0.8918521064831512,"(107800002.55, 110000002.5]"
1328,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.01,110000000.0,0.2504783985517514,"(-0.0721, 0.721]",0.8918521064831512,"(107800002.55, 110000002.5]"
1329,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.01,110000000.0,0.2504783985517514,"(-0.0721, 0.721]",0.8918521064831512,"(107800002.55, 110000002.5]"
1330,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.01,110000000.0,0.2504783985517514,"(-0.0721, 0.721]",0.8918521064831512,"(107800002.55, 110000002.5]"
1331,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.01,110000000.0,0.2504783985517514,"(-0.0721, 0.721]",0.8918521064831512,"(107800002.55, 110000002.5]"
1332,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.01,200000000.0,0.2504783985517514,"(-0.0721, 0.721]",2.4945049095748177,"(198000000.5, 200200000.45]"
1333,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.01,110000000.0,0.2504783985517514,"(-0.0721, 0.721]",0.8918521064831512,"(107800002.55, 110000002.5]"
1339,NEW,Credit:Index:CDX:CDXHY,Trade,U,UC,0.05,200000000.0,0.24867846043673422,"(-0.0721, 0.721]",2.4945049095748177,"(198000000.5, 200200000.45]"
1340,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.7175,70000000.0,0.21864199314238475,"(-0.0721, 0.721]",0.17956197177574376,"(68200003.45, 70400003.4]"
1384,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.694375,15000000.0,0.21968258236512908,"(-0.0721, 0.721]",0.7998369634469414,"(13200004.7, 15400004.65]"
1385,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.694375,15000000.0,0.21968258236512908,"(-0.0721, 0.721]",0.7998369634469414,"(13200004.7, 15400004.65]"
1433,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.701,80000000.0,0.21938446761482935,"(-0.0721, 0.721]",0.3576345054525956,"(79200003.2, 81400003.15]"
1435,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.701,80000000.0,0.21938446761482935,"(-0.0721, 0.721]",0.3576345054525956,"(79200003.2, 81400003.15]"
1442,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.6171,100000000.0,0.22315983781107793,"(-0.0721, 0.721]",0.7137795728062993,"(99000002.75, 101200002.7]"
1446,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.73125,62000000.0,0.21802326441534758,"(0.721, 1.442]",0.03710394483426228,"(61600003.6, 63800003.55]"
1482,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.6171,100000000.0,0.22315983781107793,"(-0.0721, 0.721]",0.7137795728062993,"(99000002.75, 101200002.7]"
1484,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.5325,100000000.0,0.2269667069243393,"(-0.0721, 0.721]",0.7137795728062993,"(99000002.75, 101200002.7]"
1489,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.5325,100000000.0,0.2269667069243393,"(-0.0721, 0.721]",0.7137795728062993,"(99000002.75, 101200002.7]"
1491,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.6250249999999999,19000000.0,0.22280322507204015,"(-0.0721, 0.721]",0.7286079499762007,"(17600004.6, 19800004.55]"
1493,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.7175,25000000.0,0.21864199314238475,"(-0.0721, 0.721]",0.6217644297700896,"(24200004.45, 26400004.4]"
1495,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.7175,25000000.0,0.21864199314238475,"(-0.0721, 0.721]",0.6217644297700896,"(24200004.45, 26400004.4]"
1496,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.6250249999999999,19000000.0,0.22280322507204015,"(-0.0721, 0.721]",0.7286079499762007,"(17600004.6, 19800004.55]"
1497,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.7075,81000000.0,0.21909197767113908,"(-0.0721, 0.721]",0.3754417588202808,"(79200003.2, 81400003.15]"
1498,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.7075,81000000.0,0.21909197767113908,"(-0.0721, 0.721]",0.3754417588202808,"(79200003.2, 81400003.15]"
1613,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.71875,25000000.0,0.21858574507629047,"(-0.0721, 0.721]",0.6217644297700896,"(24200004.45, 26400004.4]"
1615,NEW,Credit:Index:CDX:CDXHY,Trade,C,UC,0.0,3000000.0,0.2509283830805057,"(-0.0721, 0.721]",1.0135240038591637,"(2200004.95, 4400004.9]"
1646,NEW,Credit:Index:CDX:CDXHY,Partialtermination,U,UC,0.05,50000000.0,0.24867846043673422,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
1651,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.71875,25000000.0,0.21858574507629047,"(-0.0721, 0.721]",0.6217644297700896,"(24200004.45, 26400004.4]"
1652,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.6297999999999999,19000000.0,0.22258835745956,"(-0.0721, 0.721]",0.7286079499762007,"(17600004.6, 19800004.55]"
1653,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.6297999999999999,19000000.0,0.22258835745956,"(-0.0721, 0.721]",0.7286079499762007,"(17600004.6, 19800004.55]"
